bucket,mae,rmse,median_ae,n
negative_price,20.313280313553655,26.30089175059016,18.258307292629883,437
price_gt_200,128.68669546839064,172.17764035623705,87.12817519989068,129
price_gt_500,354.7109932058626,366.41516102867126,347.9400434383141,15
