hour_local,mae,rmse,median_ae,n
0,19.19952326510138,26.328219957824487,13.28299659206607,364
1,19.43714135977643,26.622418451097776,13.566043879387905,361
2,19.044116801729555,25.807167643006252,13.393177640694574,341
3,19.20932947572522,26.011309723097973,13.130149475096758,361
4,18.54088442995116,25.0292568376901,13.295364678033735,357
5,17.507632219044876,23.298939299107545,12.784862326306694,357
6,16.99658436969936,22.755437968917647,13.279046254994384,357
7,19.147464531215224,26.38918580829009,14.824187806639307,353
8,18.80661765854217,25.348679264226348,14.00868048157244,355
9,18.64803703318238,24.741064493886583,15.147216206073324,363
10,19.332682878139256,25.391571870923904,14.947963842924125,362
11,20.195632581813403,25.95496959082816,16.45674900792764,361
12,22.103704361011978,28.60576011642061,18.46821341550921,365
13,23.278157291827956,31.624232904304296,18.888406987722192,365
14,23.205512264847172,31.844674190631952,17.981555489119202,349
15,23.18975836059196,34.48284140000913,19.181357869987423,361
16,20.178372331021755,26.25004778194632,16.145178622528817,365
17,17.840182424452202,24.1673261932437,13.573095982558058,361
18,17.981485633295375,25.161966615090204,13.752813764491393,357
19,22.47305135418456,35.312514846315246,16.21653637671146,365
20,20.329563752990797,30.513365629171716,15.817525669244503,361
21,17.14488141043838,23.789215191353403,12.427004717775787,361
22,16.591589472009602,23.272090217188087,11.12514119001419,361
23,17.785630899047717,24.413833384847848,12.890453803357978,364
